geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,zip code tabulation area
04057,ZCTA5 04057,47.0,,12.0,,04057
04061,ZCTA5 04061,2938.0,,593.0,,04061
04062,ZCTA5 04062,17842.0,,298.0,,04062
04063,ZCTA5 04063,450.0,,132.0,,04063
04064,ZCTA5 04064,8277.0,,133.0,,04064
04066,ZCTA5 04066,618.0,,174.0,,04066
04068,ZCTA5 04068,1615.0,,200.0,,04068
04069,ZCTA5 04069,1714.0,,200.0,,04069
04071,ZCTA5 04071,4960.0,,117.0,,04071
04072,ZCTA5 04072,19008.0,,60.0,,04072
04073,ZCTA5 04073,16354.0,,402.0,,04073
04074,ZCTA5 04074,19459.0,,81.0,,04074
04076,ZCTA5 04076,2675.0,,32.0,,04076
04079,ZCTA5 04079,3909.0,,183.0,,04079
04083,ZCTA5 04083,4489.0,,381.0,,04083
04084,ZCTA5 04084,8099.0,,522.0,,04084
04085,ZCTA5 04085,1972.0,,524.0,,04085
04086,ZCTA5 04086,8731.0,,30.0,,04086
04087,ZCTA5 04087,2169.0,,658.0,,04087
04088,ZCTA5 04088,1301.0,,160.0,,04088
04090,ZCTA5 04090,9974.0,,19.0,,04090
04091,ZCTA5 04091,891.0,,133.0,,04091
04092,ZCTA5 04092,17969.0,,43.0,,04092
04093,ZCTA5 04093,8124.0,,18.0,,04093
04095,ZCTA5 04095,1185.0,,197.0,,04095
04096,ZCTA5 04096,8502.0,,34.0,,04096
04097,ZCTA5 04097,3723.0,,43.0,,04097
04101,ZCTA5 04101,17031.0,,671.0,,04101
04102,ZCTA5 04102,17833.0,,865.0,,04102
04103,ZCTA5 04103,30729.0,,767.0,,04103
04105,ZCTA5 04105,11556.0,,301.0,,04105
04106,ZCTA5 04106,25633.0,,94.0,,04106
04107,ZCTA5 04107,9117.0,,64.0,,04107
04108,ZCTA5 04108,952.0,,93.0,,04108
04109,ZCTA5 04109,104.0,,56.0,,04109
04110,ZCTA5 04110,1339.0,,352.0,,04110
04210,ZCTA5 04210,22943.0,,32.0,,04210
04216,ZCTA5 04216,380.0,,61.0,,04216
04217,ZCTA5 04217,2826.0,,169.0,,04217
04219,ZCTA5 04219,1601.0,,195.0,,04219
04220,ZCTA5 04220,3030.0,,312.0,,04220
04221,ZCTA5 04221,925.0,,153.0,,04221
04222,ZCTA5 04222,3918.0,,38.0,,04222
04224,ZCTA5 04224,2828.0,,306.0,,04224
04226,ZCTA5 04226,211.0,,67.0,,04226
04227,ZCTA5 04227,32.0,,30.0,,04227
04228,ZCTA5 04228,86.0,,136.0,,04228
04231,ZCTA5 04231,313.0,,80.0,,04231
04234,ZCTA5 04234,186.0,,114.0,,04234
04236,ZCTA5 04236,4353.0,,19.0,,04236
04237,ZCTA5 04237,185.0,,48.0,,04237
04238,ZCTA5 04238,1641.0,,232.0,,04238
04239,ZCTA5 04239,4720.0,,18.0,,04239
04240,ZCTA5 04240,36277.0,,37.0,,04240
04250,ZCTA5 04250,4201.0,,285.0,,04250
04252,ZCTA5 04252,4672.0,,280.0,,04252
04253,ZCTA5 04253,2109.0,,184.0,,04253
04254,ZCTA5 04254,3040.0,,143.0,,04254
04255,ZCTA5 04255,676.0,,141.0,,04255
04256,ZCTA5 04256,2967.0,,62.0,,04256
04257,ZCTA5 04257,2614.0,,20.0,,04257
08001,ZCTA5 08001,1044.0,,274.0,,08001
08002,ZCTA5 08002,22238.0,,875.0,,08002
08003,ZCTA5 08003,30060.0,,635.0,,08003
08004,ZCTA5 08004,12366.0,,495.0,,08004
08005,ZCTA5 08005,23166.0,,365.0,,08005
08006,ZCTA5 08006,430.0,,78.0,,08006
08007,ZCTA5 08007,5178.0,,209.0,,08007
08008,ZCTA5 08008,6693.0,,186.0,,08008
08009,ZCTA5 08009,13120.0,,600.0,,08009
08010,ZCTA5 08010,11452.0,,54.0,,08010
08011,ZCTA5 08011,87.0,,59.0,,08011
08012,ZCTA5 08012,41059.0,,979.0,,08012
08014,ZCTA5 08014,731.0,,334.0,,08014
08015,ZCTA5 08015,20188.0,,366.0,,08015
08016,ZCTA5 08016,33486.0,,177.0,,08016
08019,ZCTA5 08019,1072.0,,148.0,,08019
08020,ZCTA5 08020,2634.0,,504.0,,08020
08021,ZCTA5 08021,44241.0,,688.0,,08021
08022,ZCTA5 08022,8957.0,,291.0,,08022
08023,ZCTA5 08023,438.0,,188.0,,08023
08026,ZCTA5 08026,2157.0,,99.0,,08026
08027,ZCTA5 08027,4870.0,,15.0,,08027
08028,ZCTA5 08028,20610.0,,505.0,,08028
08029,ZCTA5 08029,4203.0,,489.0,,08029
08030,ZCTA5 08030,13311.0,,129.0,,08030
08031,ZCTA5 08031,11503.0,,27.0,,08031
08033,ZCTA5 08033,16303.0,,416.0,,08033
08034,ZCTA5 08034,18832.0,,815.0,,08034
08035,ZCTA5 08035,7650.0,,104.0,,08035
08036,ZCTA5 08036,5842.0,,203.0,,08036
08037,ZCTA5 08037,23861.0,,813.0,,08037
08038,ZCTA5 08038,57.0,,23.0,,08038
08039,ZCTA5 08039,110.0,,117.0,,08039
08041,ZCTA5 08041,1099.0,,209.0,,08041
08042,ZCTA5 08042,118.0,,56.0,,08042
08043,ZCTA5 08043,29329.0,,78.0,,08043
08045,ZCTA5 08045,2836.0,,113.0,,08045
08046,ZCTA5 08046,31442.0,,39.0,,08046
08048,ZCTA5 08048,12419.0,,126.0,,08048
08049,ZCTA5 08049,5772.0,,321.0,,08049
08050,ZCTA5 08050,24793.0,,282.0,,08050
08051,ZCTA5 08051,10515.0,,539.0,,08051
08052,ZCTA5 08052,19003.0,,27.0,,08052
08053,ZCTA5 08053,45578.0,,32.0,,08053
08054,ZCTA5 08054,41849.0,,30.0,,08054
08055,ZCTA5 08055,27396.0,,23.0,,08055
08056,ZCTA5 08056,4596.0,,564.0,,08056
08057,ZCTA5 08057,20899.0,,161.0,,08057
08059,ZCTA5 08059,5576.0,,170.0,,08059
08060,ZCTA5 08060,24330.0,,414.0,,08060
08061,ZCTA5 08061,3072.0,,417.0,,08061
08062,ZCTA5 08062,16035.0,,515.0,,08062
08063,ZCTA5 08063,3083.0,,42.0,,08063
08064,ZCTA5 08064,153.0,,143.0,,08064
08065,ZCTA5 08065,7306.0,,42.0,,08065
08066,ZCTA5 08066,8450.0,,389.0,,08066
08067,ZCTA5 08067,1704.0,,147.0,,08067
08068,ZCTA5 08068,7061.0,,387.0,,08068
08069,ZCTA5 08069,12752.0,,54.0,,08069
08070,ZCTA5 08070,12557.0,,191.0,,08070
08071,ZCTA5 08071,9635.0,,267.0,,08071
08072,ZCTA5 08072,278.0,,89.0,,08072
08073,ZCTA5 08073,366.0,,271.0,,08073
08074,ZCTA5 08074,16.0,,22.0,,08074
08075,ZCTA5 08075,29044.0,,159.0,,08075
08077,ZCTA5 08077,19260.0,,42.0,,08077
08078,ZCTA5 08078,8365.0,,38.0,,08078
08079,ZCTA5 08079,10372.0,,243.0,,08079
08080,ZCTA5 08080,36675.0,,886.0,,08080
08081,ZCTA5 08081,48709.0,,1209.0,,08081
08083,ZCTA5 08083,9621.0,,295.0,,08083
08084,ZCTA5 08084,7007.0,,46.0,,08084
08085,ZCTA5 08085,20116.0,,336.0,,08085
08086,ZCTA5 08086,7989.0,,581.0,,08086
08087,ZCTA5 08087,24535.0,,205.0,,08087
08088,ZCTA5 08088,24158.0,,112.0,,08088
08089,ZCTA5 08089,4458.0,,373.0,,08089
08090,ZCTA5 08090,8445.0,,466.0,,08090
12921,ZCTA5 12921,2555.0,,342.0,,12921
12922,ZCTA5 12922,42.0,,24.0,,12922
12923,ZCTA5 12923,595.0,,115.0,,12923
12924,ZCTA5 12924,106.0,,53.0,,12924
12926,ZCTA5 12926,2024.0,,208.0,,12926
12927,ZCTA5 12927,214.0,,58.0,,12927
12928,ZCTA5 12928,1859.0,,200.0,,12928
12929,ZCTA5 12929,3999.0,,236.0,,12929
12930,ZCTA5 12930,774.0,,128.0,,12930
12932,ZCTA5 12932,1327.0,,222.0,,12932
12933,ZCTA5 12933,21.0,,17.0,,12933
12934,ZCTA5 12934,1030.0,,163.0,,12934
12935,ZCTA5 12935,1373.0,,224.0,,12935
12936,ZCTA5 12936,568.0,,151.0,,12936
12937,ZCTA5 12937,1688.0,,202.0,,12937
12939,ZCTA5 12939,248.0,,68.0,,12939
12941,ZCTA5 12941,1538.0,,213.0,,12941
12942,ZCTA5 12942,872.0,,159.0,,12942
12943,ZCTA5 12943,230.0,,89.0,,12943
12944,ZCTA5 12944,4417.0,,329.0,,12944
12945,ZCTA5 12945,532.0,,154.0,,12945
12946,ZCTA5 12946,5159.0,,418.0,,12946
12950,ZCTA5 12950,801.0,,125.0,,12950
12952,ZCTA5 12952,578.0,,277.0,,12952
12953,ZCTA5 12953,15517.0,,176.0,,12953
12955,ZCTA5 12955,426.0,,107.0,,12955
12956,ZCTA5 12956,1228.0,,339.0,,12956
12957,ZCTA5 12957,1755.0,,311.0,,12957
12958,ZCTA5 12958,2071.0,,365.0,,12958
12959,ZCTA5 12959,1324.0,,363.0,,12959
12960,ZCTA5 12960,1335.0,,334.0,,12960
12961,ZCTA5 12961,361.0,,183.0,,12961
12962,ZCTA5 12962,5553.0,,483.0,,12962
12964,ZCTA5 12964,190.0,,109.0,,12964
12965,ZCTA5 12965,560.0,,162.0,,12965
12966,ZCTA5 12966,3164.0,,356.0,,12966
12967,ZCTA5 12967,1178.0,,213.0,,12967
12969,ZCTA5 12969,429.0,,123.0,,12969
12970,ZCTA5 12970,952.0,,141.0,,12970
12972,ZCTA5 12972,5702.0,,611.0,,12972
12973,ZCTA5 12973,191.0,,78.0,,12973
12974,ZCTA5 12974,1444.0,,229.0,,12974
12975,ZCTA5 12975,290.0,,125.0,,12975
12976,ZCTA5 12976,184.0,,63.0,,12976
12977,ZCTA5 12977,1750.0,,364.0,,12977
12978,ZCTA5 12978,375.0,,250.0,,12978
12979,ZCTA5 12979,2187.0,,250.0,,12979
12980,ZCTA5 12980,1309.0,,217.0,,12980
12981,ZCTA5 12981,2366.0,,350.0,,12981
12983,ZCTA5 12983,7520.0,,386.0,,12983
12985,ZCTA5 12985,1278.0,,389.0,,12985
12986,ZCTA5 12986,6157.0,,119.0,,12986
12987,ZCTA5 12987,243.0,,98.0,,12987
12989,ZCTA5 12989,953.0,,119.0,,12989
12992,ZCTA5 12992,4831.0,,517.0,,12992
12993,ZCTA5 12993,1508.0,,228.0,,12993
12996,ZCTA5 12996,2030.0,,216.0,,12996
12997,ZCTA5 12997,1336.0,,183.0,,12997
12998,ZCTA5 12998,371.0,,174.0,,12998
13020,ZCTA5 13020,60.0,,44.0,,13020
13021,ZCTA5 13021,38756.0,,336.0,,13021
13024,ZCTA5 13024,1707.0,,218.0,,13024
13026,ZCTA5 13026,1800.0,,210.0,,13026
13027,ZCTA5 13027,32208.0,,741.0,,13027
13028,ZCTA5 13028,1610.0,,354.0,,13028
13029,ZCTA5 13029,7379.0,,478.0,,13029
13030,ZCTA5 13030,3830.0,,560.0,,13030
13031,ZCTA5 13031,15710.0,,507.0,,13031
13032,ZCTA5 13032,12329.0,,415.0,,13032
13033,ZCTA5 13033,3747.0,,234.0,,13033
13034,ZCTA5 13034,1925.0,,209.0,,13034
13035,ZCTA5 13035,8621.0,,397.0,,13035
13036,ZCTA5 13036,8869.0,,472.0,,13036
13037,ZCTA5 13037,8948.0,,432.0,,13037
13039,ZCTA5 13039,17707.0,,513.0,,13039
13040,ZCTA5 13040,2624.0,,206.0,,13040
13041,ZCTA5 13041,11610.0,,519.0,,13041
13042,ZCTA5 13042,2643.0,,534.0,,13042
15773,ZCTA5 15773,493.0,,81.0,,15773
15774,ZCTA5 15774,3105.0,,304.0,,15774
15775,ZCTA5 15775,678.0,,208.0,,15775
15776,ZCTA5 15776,62.0,,23.0,,15776
15777,ZCTA5 15777,124.0,,88.0,,15777
15778,ZCTA5 15778,180.0,,55.0,,15778
15779,ZCTA5 15779,667.0,,241.0,,15779
15780,ZCTA5 15780,171.0,,59.0,,15780
15781,ZCTA5 15781,87.0,,56.0,,15781
15783,ZCTA5 15783,86.0,,39.0,,15783
15784,ZCTA5 15784,55.0,,12.0,,15784
15801,ZCTA5 15801,19266.0,,183.0,,15801
15821,ZCTA5 15821,156.0,,54.0,,15821
15823,ZCTA5 15823,1481.0,,161.0,,15823
15824,ZCTA5 15824,5119.0,,245.0,,15824
15825,ZCTA5 15825,9151.0,,231.0,,15825
15827,ZCTA5 15827,270.0,,129.0,,15827
15828,ZCTA5 15828,254.0,,61.0,,15828
15829,ZCTA5 15829,1498.0,,326.0,,15829
15832,ZCTA5 15832,297.0,,50.0,,15832
15834,ZCTA5 15834,4328.0,,63.0,,15834
15840,ZCTA5 15840,2087.0,,142.0,,15840
15841,ZCTA5 15841,267.0,,89.0,,15841
15845,ZCTA5 15845,3094.0,,224.0,,15845
15846,ZCTA5 15846,3673.0,,153.0,,15846
15847,ZCTA5 15847,221.0,,53.0,,15847
15848,ZCTA5 15848,1317.0,,255.0,,15848
15849,ZCTA5 15849,1232.0,,188.0,,15849
15851,ZCTA5 15851,6693.0,,225.0,,15851
15853,ZCTA5 15853,6318.0,,163.0,,15853
15856,ZCTA5 15856,895.0,,108.0,,15856
15857,ZCTA5 15857,12905.0,,107.0,,15857
15860,ZCTA5 15860,1084.0,,111.0,,15860
15861,ZCTA5 15861,125.0,,35.0,,15861
15863,ZCTA5 15863,274.0,,88.0,,15863
15864,ZCTA5 15864,1678.0,,138.0,,15864
15865,ZCTA5 15865,1304.0,,147.0,,15865
15866,ZCTA5 15866,203.0,,52.0,,15866
15868,ZCTA5 15868,1365.0,,170.0,,15868
15870,ZCTA5 15870,1246.0,,127.0,,15870
15901,ZCTA5 15901,3507.0,,393.0,,15901
15902,ZCTA5 15902,11685.0,,437.0,,15902
15904,ZCTA5 15904,15834.0,,344.0,,15904
15905,ZCTA5 15905,20331.0,,425.0,,15905
15906,ZCTA5 15906,11549.0,,608.0,,15906
15909,ZCTA5 15909,5245.0,,311.0,,15909
15920,ZCTA5 15920,811.0,,147.0,,15920
15921,ZCTA5 15921,119.0,,56.0,,15921
15922,ZCTA5 15922,206.0,,52.0,,15922
15923,ZCTA5 15923,1594.0,,170.0,,15923
15924,ZCTA5 15924,1031.0,,130.0,,15924
15925,ZCTA5 15925,151.0,,53.0,,15925
15926,ZCTA5 15926,2472.0,,191.0,,15926
15927,ZCTA5 15927,853.0,,202.0,,15927
15928,ZCTA5 15928,1990.0,,391.0,,15928
15929,ZCTA5 15929,69.0,,34.0,,15929
15930,ZCTA5 15930,200.0,,182.0,,15930
15931,ZCTA5 15931,8946.0,,345.0,,15931
15934,ZCTA5 15934,335.0,,250.0,,15934
15935,ZCTA5 15935,2517.0,,363.0,,15935
15936,ZCTA5 15936,1265.0,,167.0,,15936
15937,ZCTA5 15937,881.0,,280.0,,15937
15938,ZCTA5 15938,2369.0,,144.0,,15938
15940,ZCTA5 15940,4264.0,,280.0,,15940
15942,ZCTA5 15942,2197.0,,232.0,,15942
15943,ZCTA5 15943,3615.0,,186.0,,15943
15944,ZCTA5 15944,3271.0,,253.0,,15944
15945,ZCTA5 15945,149.0,,36.0,,15945
15946,ZCTA5 15946,6757.0,,259.0,,15946
15948,ZCTA5 15948,781.0,,239.0,,15948
15949,ZCTA5 15949,536.0,,135.0,,15949
15951,ZCTA5 15951,663.0,,437.0,,15951
15952,ZCTA5 15952,1483.0,,311.0,,15952
15953,ZCTA5 15953,273.0,,130.0,,15953
15954,ZCTA5 15954,2179.0,,212.0,,15954
15955,ZCTA5 15955,2647.0,,456.0,,15955
15956,ZCTA5 15956,2483.0,,279.0,,15956
15957,ZCTA5 15957,612.0,,119.0,,15957
19137,ZCTA5 19137,8284.0,,562.0,,19137
19138,ZCTA5 19138,33808.0,,2275.0,,19138
19139,ZCTA5 19139,43499.0,,1852.0,,19139
19140,ZCTA5 19140,51132.0,,2397.0,,19140
19141,ZCTA5 19141,34316.0,,1874.0,,19141
19142,ZCTA5 19142,28221.0,,1735.0,,19142
19143,ZCTA5 19143,63518.0,,2046.0,,19143
19144,ZCTA5 19144,40613.0,,1690.0,,19144
19145,ZCTA5 19145,47900.0,,1902.0,,19145
19146,ZCTA5 19146,37233.0,,1319.0,,19146
19147,ZCTA5 19147,38848.0,,1588.0,,19147
19148,ZCTA5 19148,53870.0,,1947.0,,19148
19149,ZCTA5 19149,56933.0,,1604.0,,19149
19150,ZCTA5 19150,24376.0,,1140.0,,19150
19151,ZCTA5 19151,34391.0,,1877.0,,19151
19152,ZCTA5 19152,34887.0,,1299.0,,19152
19153,ZCTA5 19153,12789.0,,1075.0,,19153
19154,ZCTA5 19154,33159.0,,1104.0,,19154
19301,ZCTA5 19301,6629.0,,422.0,,19301
19310,ZCTA5 19310,3178.0,,268.0,,19310
19311,ZCTA5 19311,9726.0,,813.0,,19311
19312,ZCTA5 19312,12068.0,,444.0,,19312
19316,ZCTA5 19316,110.0,,92.0,,19316
19317,ZCTA5 19317,9669.0,,701.0,,19317
19319,ZCTA5 19319,773.0,,193.0,,19319
19320,ZCTA5 19320,54144.0,,869.0,,19320
19330,ZCTA5 19330,5485.0,,361.0,,19330
19333,ZCTA5 19333,6431.0,,551.0,,19333
19335,ZCTA5 19335,47646.0,,849.0,,19335
19341,ZCTA5 19341,17187.0,,697.0,,19341
19342,ZCTA5 19342,18915.0,,798.0,,19342
19343,ZCTA5 19343,8243.0,,526.0,,19343
19344,ZCTA5 19344,12243.0,,554.0,,19344
19345,ZCTA5 19345,743.0,,186.0,,19345
19348,ZCTA5 19348,22914.0,,606.0,,19348
19350,ZCTA5 19350,11815.0,,404.0,,19350
19352,ZCTA5 19352,10764.0,,420.0,,19352
19355,ZCTA5 19355,24811.0,,781.0,,19355
19358,ZCTA5 19358,709.0,,168.0,,19358
19362,ZCTA5 19362,5810.0,,422.0,,19362
19363,ZCTA5 19363,17149.0,,493.0,,19363
19365,ZCTA5 19365,7125.0,,334.0,,19365
19367,ZCTA5 19367,32.0,,31.0,,19367
19372,ZCTA5 19372,1707.0,,653.0,,19372
19373,ZCTA5 19373,5110.0,,583.0,,19373
19374,ZCTA5 19374,886.0,,306.0,,19374
19375,ZCTA5 19375,63.0,,64.0,,19375
19380,ZCTA5 19380,50419.0,,917.0,,19380
19382,ZCTA5 19382,55178.0,,911.0,,19382
19383,ZCTA5 19383,2999.0,,285.0,,19383
19390,ZCTA5 19390,13502.0,,733.0,,19390
19401,ZCTA5 19401,42047.0,,247.0,,19401
19403,ZCTA5 19403,46168.0,,561.0,,19403
19405,ZCTA5 19405,5506.0,,246.0,,19405
19406,ZCTA5 19406,23493.0,,289.0,,19406
19422,ZCTA5 19422,18815.0,,209.0,,19422
19425,ZCTA5 19425,14942.0,,508.0,,19425
19426,ZCTA5 19426,40268.0,,908.0,,19426
19428,ZCTA5 19428,16498.0,,346.0,,19428
19435,ZCTA5 19435,204.0,,171.0,,19435
19436,ZCTA5 19436,494.0,,135.0,,19436
19437,ZCTA5 19437,623.0,,263.0,,19437
19438,ZCTA5 19438,24921.0,,631.0,,19438
19440,ZCTA5 19440,18282.0,,548.0,,19440
19442,ZCTA5 19442,0.0,,10.0,,19442
19444,ZCTA5 19444,10861.0,,443.0,,19444
19446,ZCTA5 19446,56019.0,,912.0,,19446
19453,ZCTA5 19453,1217.0,,278.0,,19453
19454,ZCTA5 19454,29083.0,,748.0,,19454
19456,ZCTA5 19456,902.0,,338.0,,19456
19457,ZCTA5 19457,81.0,,92.0,,19457
19460,ZCTA5 19460,41288.0,,871.0,,19460
19462,ZCTA5 19462,15166.0,,392.0,,19462
19464,ZCTA5 19464,46595.0,,571.0,,19464
19465,ZCTA5 19465,17126.0,,359.0,,19465
19468,ZCTA5 19468,26061.0,,618.0,,19468
19472,ZCTA5 19472,40.0,,62.0,,19472
19473,ZCTA5 19473,16272.0,,583.0,,19473
23827,ZCTA5 23827,1447.0,,234.0,,23827
23828,ZCTA5 23828,187.0,,60.0,,23828
23829,ZCTA5 23829,2570.0,,344.0,,23829
23830,ZCTA5 23830,1483.0,,486.0,,23830
23831,ZCTA5 23831,36369.0,,1322.0,,23831
23832,ZCTA5 23832,35195.0,,1635.0,,23832
23833,ZCTA5 23833,3107.0,,521.0,,23833
23834,ZCTA5 23834,24696.0,,904.0,,23834
23836,ZCTA5 23836,12586.0,,784.0,,23836
23837,ZCTA5 23837,4806.0,,452.0,,23837
23838,ZCTA5 23838,15633.0,,607.0,,23838
23839,ZCTA5 23839,790.0,,184.0,,23839
23840,ZCTA5 23840,2418.0,,664.0,,23840
23841,ZCTA5 23841,3430.0,,534.0,,23841
23842,ZCTA5 23842,6707.0,,656.0,,23842
23843,ZCTA5 23843,601.0,,204.0,,23843
23844,ZCTA5 23844,581.0,,240.0,,23844
23845,ZCTA5 23845,407.0,,156.0,,23845
23846,ZCTA5 23846,849.0,,195.0,,23846
23847,ZCTA5 23847,15128.0,,378.0,,23847
23850,ZCTA5 23850,891.0,,298.0,,23850
23851,ZCTA5 23851,13357.0,,547.0,,23851
23856,ZCTA5 23856,877.0,,257.0,,23856
23857,ZCTA5 23857,455.0,,228.0,,23857
23860,ZCTA5 23860,30918.0,,635.0,,23860
23866,ZCTA5 23866,2091.0,,295.0,,23866
23867,ZCTA5 23867,2089.0,,338.0,,23867
23868,ZCTA5 23868,7283.0,,533.0,,23868
23872,ZCTA5 23872,2642.0,,416.0,,23872
23874,ZCTA5 23874,959.0,,184.0,,23874
23875,ZCTA5 23875,11932.0,,771.0,,23875
23876,ZCTA5 23876,446.0,,191.0,,23876
23878,ZCTA5 23878,1295.0,,333.0,,23878
23879,ZCTA5 23879,696.0,,232.0,,23879
23881,ZCTA5 23881,1788.0,,370.0,,23881
23882,ZCTA5 23882,1684.0,,301.0,,23882
23883,ZCTA5 23883,2658.0,,354.0,,23883
23884,ZCTA5 23884,70.0,,31.0,,23884
23885,ZCTA5 23885,2494.0,,389.0,,23885
23887,ZCTA5 23887,378.0,,138.0,,23887
23888,ZCTA5 23888,1937.0,,254.0,,23888
23889,ZCTA5 23889,602.0,,211.0,,23889
23890,ZCTA5 23890,3138.0,,484.0,,23890
23891,ZCTA5 23891,4879.0,,646.0,,23891
23893,ZCTA5 23893,140.0,,87.0,,23893
23894,ZCTA5 23894,502.0,,177.0,,23894
23897,ZCTA5 23897,592.0,,205.0,,23897
23898,ZCTA5 23898,1748.0,,319.0,,23898
23899,ZCTA5 23899,280.0,,86.0,,23899
23901,ZCTA5 23901,17447.0,,937.0,,23901
23909,ZCTA5 23909,750.0,,368.0,,23909
