geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,zip code tabulation area
23947,ZCTA5 23947,3834.0,,509.0,,23947
23950,ZCTA5 23950,3453.0,,594.0,,23950
23952,ZCTA5 23952,173.0,,111.0,,23952
23954,ZCTA5 23954,1748.0,,446.0,,23954
23958,ZCTA5 23958,3301.0,,574.0,,23958
23959,ZCTA5 23959,1308.0,,262.0,,23959
23960,ZCTA5 23960,1781.0,,298.0,,23960
23962,ZCTA5 23962,458.0,,148.0,,23962
23963,ZCTA5 23963,300.0,,206.0,,23963
23964,ZCTA5 23964,1231.0,,318.0,,23964
27596,ZCTA5 27596,17056.0,,1278.0,,27596
27597,ZCTA5 27597,23496.0,,1474.0,,27597
27601,ZCTA5 27601,9975.0,,1001.0,,27601
27603,ZCTA5 27603,50319.0,,2034.0,,27603
27604,ZCTA5 27604,43667.0,,1711.0,,27604
27605,ZCTA5 27605,4544.0,,453.0,,27605
27606,ZCTA5 27606,44805.0,,1430.0,,27606
27607,ZCTA5 27607,28571.0,,1117.0,,27607
27608,ZCTA5 27608,11062.0,,529.0,,27608
27609,ZCTA5 27609,32884.0,,1696.0,,27609
27610,ZCTA5 27610,73830.0,,2189.0,,27610
27612,ZCTA5 27612,36245.0,,1448.0,,27612
27613,ZCTA5 27613,43845.0,,1062.0,,27613
27614,ZCTA5 27614,32948.0,,1314.0,,27614
27615,ZCTA5 27615,42421.0,,1025.0,,27615
27616,ZCTA5 27616,48004.0,,1594.0,,27616
27617,ZCTA5 27617,16503.0,,930.0,,27617
27701,ZCTA5 27701,21760.0,,926.0,,27701
27703,ZCTA5 27703,47697.0,,1894.0,,27703
27704,ZCTA5 27704,36509.0,,1358.0,,27704
27705,ZCTA5 27705,47942.0,,1558.0,,27705
27707,ZCTA5 27707,48731.0,,1456.0,,27707
27709,ZCTA5 27709,909.0,,321.0,,27709
27712,ZCTA5 27712,20710.0,,898.0,,27712
27713,ZCTA5 27713,50295.0,,1451.0,,27713
27801,ZCTA5 27801,21095.0,,588.0,,27801
27803,ZCTA5 27803,19556.0,,905.0,,27803
27804,ZCTA5 27804,29381.0,,1013.0,,27804
27805,ZCTA5 27805,3816.0,,603.0,,27805
27806,ZCTA5 27806,2428.0,,380.0,,27806
27807,ZCTA5 27807,6701.0,,545.0,,27807
27808,ZCTA5 27808,2079.0,,337.0,,27808
27809,ZCTA5 27809,4801.0,,624.0,,27809
27810,ZCTA5 27810,4338.0,,632.0,,27810
27812,ZCTA5 27812,2942.0,,479.0,,27812
27813,ZCTA5 27813,664.0,,184.0,,27813
27814,ZCTA5 27814,1728.0,,306.0,,27814
27816,ZCTA5 27816,2471.0,,519.0,,27816
27817,ZCTA5 27817,6851.0,,599.0,,27817
27818,ZCTA5 27818,1485.0,,286.0,,27818
27819,ZCTA5 27819,352.0,,112.0,,27819
27820,ZCTA5 27820,2797.0,,434.0,,27820
27821,ZCTA5 27821,229.0,,122.0,,27821
27822,ZCTA5 27822,7984.0,,588.0,,27822
27823,ZCTA5 27823,7778.0,,547.0,,27823
27824,ZCTA5 27824,2147.0,,494.0,,27824
27825,ZCTA5 27825,62.0,,33.0,,27825
27826,ZCTA5 27826,1308.0,,375.0,,27826
27827,ZCTA5 27827,41.0,,24.0,,27827
27828,ZCTA5 27828,8123.0,,596.0,,27828
27829,ZCTA5 27829,1876.0,,291.0,,27829
27830,ZCTA5 27830,4808.0,,592.0,,27830
27831,ZCTA5 27831,3533.0,,506.0,,27831
27832,ZCTA5 27832,2849.0,,439.0,,27832
27834,ZCTA5 27834,54990.0,,1836.0,,27834
27837,ZCTA5 27837,6602.0,,997.0,,27837
27839,ZCTA5 27839,3793.0,,405.0,,27839
27840,ZCTA5 27840,485.0,,125.0,,27840
27841,ZCTA5 27841,38.0,,26.0,,27841
27842,ZCTA5 27842,1421.0,,176.0,,27842
27843,ZCTA5 27843,1486.0,,314.0,,27843
27844,ZCTA5 27844,3110.0,,236.0,,27844
27845,ZCTA5 27845,2811.0,,452.0,,27845
27846,ZCTA5 27846,3460.0,,504.0,,27846
27847,ZCTA5 27847,857.0,,279.0,,27847
27849,ZCTA5 27849,1492.0,,437.0,,27849
27850,ZCTA5 27850,6911.0,,525.0,,27850
27851,ZCTA5 27851,5330.0,,475.0,,27851
27852,ZCTA5 27852,3191.0,,406.0,,27852
27853,ZCTA5 27853,452.0,,248.0,,27853
27855,ZCTA5 27855,5880.0,,450.0,,27855
27856,ZCTA5 27856,16781.0,,1047.0,,27856
27857,ZCTA5 27857,1328.0,,262.0,,27857
27858,ZCTA5 27858,58779.0,,1695.0,,27858
27860,ZCTA5 27860,2441.0,,623.0,,27860
27861,ZCTA5 27861,87.0,,46.0,,27861
27862,ZCTA5 27862,635.0,,171.0,,27862
27863,ZCTA5 27863,11877.0,,1004.0,,27863
27864,ZCTA5 27864,4692.0,,455.0,,27864
30420,ZCTA5 30420,1285.0,,313.0,,30420
30421,ZCTA5 30421,3612.0,,481.0,,30421
30423,ZCTA5 30423,191.0,,118.0,,30423
30425,ZCTA5 30425,1315.0,,344.0,,30425
30426,ZCTA5 30426,894.0,,232.0,,30426
30427,ZCTA5 30427,11862.0,,650.0,,30427
30428,ZCTA5 30428,2391.0,,332.0,,30428
30429,ZCTA5 30429,163.0,,92.0,,30429
30434,ZCTA5 30434,5590.0,,667.0,,30434
30436,ZCTA5 30436,11797.0,,616.0,,30436
30438,ZCTA5 30438,48.0,,27.0,,30438
30439,ZCTA5 30439,11032.0,,64.0,,30439
30441,ZCTA5 30441,1710.0,,211.0,,30441
30442,ZCTA5 30442,7363.0,,501.0,,30442
30445,ZCTA5 30445,3439.0,,312.0,,30445
30446,ZCTA5 30446,1601.0,,294.0,,30446
30448,ZCTA5 30448,44.0,,35.0,,30448
30449,ZCTA5 30449,93.0,,52.0,,30449
30450,ZCTA5 30450,2235.0,,304.0,,30450
30451,ZCTA5 30451,42.0,,31.0,,30451
30452,ZCTA5 30452,1270.0,,190.0,,30452
30453,ZCTA5 30453,10474.0,,472.0,,30453
30454,ZCTA5 30454,597.0,,292.0,,30454
30455,ZCTA5 30455,455.0,,133.0,,30455
30456,ZCTA5 30456,1969.0,,322.0,,30456
30457,ZCTA5 30457,6267.0,,175.0,,30457
30458,ZCTA5 30458,43683.0,,1173.0,,30458
30460,ZCTA5 30460,1104.0,,413.0,,30460
30461,ZCTA5 30461,13427.0,,938.0,,30461
30464,ZCTA5 30464,103.0,,78.0,,30464
30467,ZCTA5 30467,12217.0,,298.0,,30467
30470,ZCTA5 30470,392.0,,139.0,,30470
30471,ZCTA5 30471,5198.0,,471.0,,30471
30473,ZCTA5 30473,2531.0,,308.0,,30473
30474,ZCTA5 30474,16918.0,,605.0,,30474
30475,ZCTA5 30475,0.0,,13.0,,30475
30477,ZCTA5 30477,3068.0,,536.0,,30477
30501,ZCTA5 30501,27743.0,,1137.0,,30501
30504,ZCTA5 30504,23601.0,,1450.0,,30504
30506,ZCTA5 30506,42886.0,,1857.0,,30506
30507,ZCTA5 30507,29735.0,,1371.0,,30507
30510,ZCTA5 30510,8486.0,,829.0,,30510
30511,ZCTA5 30511,3722.0,,556.0,,30511
30512,ZCTA5 30512,18969.0,,659.0,,30512
30513,ZCTA5 30513,11102.0,,758.0,,30513
30516,ZCTA5 30516,1712.0,,320.0,,30516
30517,ZCTA5 30517,12423.0,,844.0,,30517
30518,ZCTA5 30518,48445.0,,1642.0,,30518
30519,ZCTA5 30519,42904.0,,2346.0,,30519
30520,ZCTA5 30520,4590.0,,739.0,,30520
30521,ZCTA5 30521,4708.0,,588.0,,30521
30522,ZCTA5 30522,790.0,,297.0,,30522
30523,ZCTA5 30523,12084.0,,716.0,,30523
30525,ZCTA5 30525,6635.0,,474.0,,30525
30527,ZCTA5 30527,4659.0,,581.0,,30527
30528,ZCTA5 30528,22883.0,,645.0,,30528
30529,ZCTA5 30529,9687.0,,549.0,,30529
30530,ZCTA5 30530,6792.0,,769.0,,30530
30531,ZCTA5 30531,10591.0,,613.0,,30531
30533,ZCTA5 30533,25412.0,,731.0,,30533
30534,ZCTA5 30534,28773.0,,981.0,,30534
30535,ZCTA5 30535,7388.0,,747.0,,30535
30536,ZCTA5 30536,7802.0,,651.0,,30536
30537,ZCTA5 30537,1585.0,,261.0,,30537
30538,ZCTA5 30538,2666.0,,576.0,,30538
30540,ZCTA5 30540,18508.0,,822.0,,30540
30541,ZCTA5 30541,1520.0,,409.0,,30541
30542,ZCTA5 30542,35837.0,,1579.0,,30542
30543,ZCTA5 30543,4434.0,,635.0,,30543
30545,ZCTA5 30545,771.0,,230.0,,30545
30546,ZCTA5 30546,6411.0,,377.0,,30546
30547,ZCTA5 30547,3024.0,,381.0,,30547
30548,ZCTA5 30548,18217.0,,1429.0,,30548
30549,ZCTA5 30549,22908.0,,1126.0,,30549
30552,ZCTA5 30552,1884.0,,344.0,,30552
30553,ZCTA5 30553,7107.0,,672.0,,30553
30554,ZCTA5 30554,7456.0,,561.0,,30554
30555,ZCTA5 30555,2360.0,,420.0,,30555
30557,ZCTA5 30557,4554.0,,706.0,,30557
33957,ZCTA5 33957,6899.0,,27.0,,33957
33960,ZCTA5 33960,827.0,,195.0,,33960
33965,ZCTA5 33965,1631.0,,263.0,,33965
33966,ZCTA5 33966,8660.0,,721.0,,33966
33967,ZCTA5 33967,23729.0,,1293.0,,33967
33971,ZCTA5 33971,24657.0,,1441.0,,33971
33972,ZCTA5 33972,14339.0,,1256.0,,33972
33973,ZCTA5 33973,14177.0,,1162.0,,33973
33974,ZCTA5 33974,16640.0,,1348.0,,33974
33976,ZCTA5 33976,17180.0,,1046.0,,33976
33980,ZCTA5 33980,11849.0,,873.0,,33980
33981,ZCTA5 33981,9857.0,,675.0,,33981
33982,ZCTA5 33982,10528.0,,824.0,,33982
33983,ZCTA5 33983,15376.0,,1026.0,,33983
33990,ZCTA5 33990,31557.0,,1732.0,,33990
33991,ZCTA5 33991,18626.0,,1366.0,,33991
33993,ZCTA5 33993,22468.0,,1737.0,,33993
34101,ZCTA5 34101,0.0,,13.0,,34101
34102,ZCTA5 34102,11464.0,,415.0,,34102
34103,ZCTA5 34103,12247.0,,560.0,,34103
34104,ZCTA5 34104,24757.0,,1396.0,,34104
34105,ZCTA5 34105,15685.0,,1281.0,,34105
34108,ZCTA5 34108,16548.0,,854.0,,34108
34109,ZCTA5 34109,24767.0,,1429.0,,34109
34110,ZCTA5 34110,22052.0,,1190.0,,34110
34112,ZCTA5 34112,24979.0,,1444.0,,34112
34113,ZCTA5 34113,18523.0,,1025.0,,34113
34114,ZCTA5 34114,14319.0,,1149.0,,34114
34116,ZCTA5 34116,34956.0,,1739.0,,34116
34117,ZCTA5 34117,15015.0,,1002.0,,34117
34119,ZCTA5 34119,28297.0,,1688.0,,34119
34120,ZCTA5 34120,28748.0,,2061.0,,34120
34134,ZCTA5 34134,13425.0,,798.0,,34134
34135,ZCTA5 34135,41640.0,,866.0,,34135
34137,ZCTA5 34137,214.0,,189.0,,34137
34138,ZCTA5 34138,418.0,,420.0,,34138
34139,ZCTA5 34139,720.0,,510.0,,34139
34140,ZCTA5 34140,330.0,,220.0,,34140
34141,ZCTA5 34141,55.0,,103.0,,34141
34142,ZCTA5 34142,29450.0,,2227.0,,34142
34145,ZCTA5 34145,17148.0,,20.0,,34145
34201,ZCTA5 34201,3806.0,,421.0,,34201
34202,ZCTA5 34202,21871.0,,1238.0,,34202
34203,ZCTA5 34203,36866.0,,1703.0,,34203
34205,ZCTA5 34205,29855.0,,1112.0,,34205
34207,ZCTA5 34207,33683.0,,1398.0,,34207
34208,ZCTA5 34208,37714.0,,1392.0,,34208
34209,ZCTA5 34209,33345.0,,1158.0,,34209
34210,ZCTA5 34210,16271.0,,1042.0,,34210
34211,ZCTA5 34211,4627.0,,450.0,,34211
34212,ZCTA5 34212,16032.0,,817.0,,34212
34215,ZCTA5 34215,477.0,,178.0,,34215
34216,ZCTA5 34216,1224.0,,265.0,,34216
34217,ZCTA5 34217,4991.0,,131.0,,34217
34219,ZCTA5 34219,20609.0,,1128.0,,34219
34221,ZCTA5 34221,40753.0,,1379.0,,34221
34222,ZCTA5 34222,10843.0,,857.0,,34222
34223,ZCTA5 34223,16882.0,,845.0,,34223
34224,ZCTA5 34224,15690.0,,792.0,,34224
34228,ZCTA5 34228,7072.0,,29.0,,34228
34229,ZCTA5 34229,7647.0,,554.0,,34229
34231,ZCTA5 34231,29042.0,,935.0,,34231
34232,ZCTA5 34232,33261.0,,1022.0,,34232
34233,ZCTA5 34233,17849.0,,869.0,,34233
34234,ZCTA5 34234,20519.0,,1102.0,,34234
34235,ZCTA5 34235,13716.0,,853.0,,34235
34236,ZCTA5 34236,11843.0,,794.0,,34236
34237,ZCTA5 34237,17264.0,,927.0,,34237
34238,ZCTA5 34238,18606.0,,701.0,,34238
34239,ZCTA5 34239,15310.0,,843.0,,34239
34240,ZCTA5 34240,11227.0,,834.0,,34240
34241,ZCTA5 34241,14052.0,,783.0,,34241
34242,ZCTA5 34242,8025.0,,534.0,,34242
34243,ZCTA5 34243,27819.0,,1334.0,,34243
34251,ZCTA5 34251,5348.0,,595.0,,34251
34266,ZCTA5 34266,31543.0,,438.0,,34266
34268,ZCTA5 34268,25.0,,37.0,,34268
34269,ZCTA5 34269,3498.0,,429.0,,34269
34275,ZCTA5 34275,17377.0,,753.0,,34275
38057,ZCTA5 38057,4118.0,,437.0,,38057
38058,ZCTA5 38058,9335.0,,620.0,,38058
38059,ZCTA5 38059,7996.0,,532.0,,38059
38060,ZCTA5 38060,10148.0,,552.0,,38060
38061,ZCTA5 38061,614.0,,173.0,,38061
38063,ZCTA5 38063,17184.0,,498.0,,38063
38066,ZCTA5 38066,2976.0,,353.0,,38066
38067,ZCTA5 38067,1261.0,,317.0,,38067
38068,ZCTA5 38068,9684.0,,557.0,,38068
38069,ZCTA5 38069,2495.0,,307.0,,38069
38070,ZCTA5 38070,323.0,,174.0,,38070
38075,ZCTA5 38075,6781.0,,356.0,,38075
38076,ZCTA5 38076,828.0,,222.0,,38076
38077,ZCTA5 38077,78.0,,75.0,,38077
38079,ZCTA5 38079,5336.0,,160.0,,38079
38080,ZCTA5 38080,2775.0,,287.0,,38080
38103,ZCTA5 38103,13253.0,,663.0,,38103
38104,ZCTA5 38104,23957.0,,785.0,,38104
38105,ZCTA5 38105,6683.0,,480.0,,38105
38106,ZCTA5 38106,24526.0,,1420.0,,38106
38107,ZCTA5 38107,16952.0,,915.0,,38107
38108,ZCTA5 38108,19378.0,,1763.0,,38108
38109,ZCTA5 38109,44779.0,,1631.0,,38109
38111,ZCTA5 38111,44947.0,,1884.0,,38111
38112,ZCTA5 38112,17073.0,,1005.0,,38112
38114,ZCTA5 38114,26032.0,,1504.0,,38114
38115,ZCTA5 38115,42650.0,,1554.0,,38115
38116,ZCTA5 38116,40642.0,,1880.0,,38116
38117,ZCTA5 38117,27419.0,,1201.0,,38117
38118,ZCTA5 38118,41940.0,,1716.0,,38118
38119,ZCTA5 38119,22925.0,,1338.0,,38119
38120,ZCTA5 38120,14273.0,,852.0,,38120
38122,ZCTA5 38122,24686.0,,1235.0,,38122
38125,ZCTA5 38125,37389.0,,1480.0,,38125
38126,ZCTA5 38126,6095.0,,689.0,,38126
38127,ZCTA5 38127,43729.0,,1942.0,,38127
38128,ZCTA5 38128,44086.0,,1867.0,,38128
38131,ZCTA5 38131,0.0,,12.0,,38131
38132,ZCTA5 38132,0.0,,12.0,,38132
38133,ZCTA5 38133,21547.0,,1162.0,,38133
38134,ZCTA5 38134,42777.0,,1532.0,,38134
38135,ZCTA5 38135,29608.0,,1225.0,,38135
38138,ZCTA5 38138,23727.0,,583.0,,38138
38139,ZCTA5 38139,16319.0,,621.0,,38139
38141,ZCTA5 38141,22612.0,,1185.0,,38141
38152,ZCTA5 38152,961.0,,250.0,,38152
38201,ZCTA5 38201,10108.0,,511.0,,38201
38220,ZCTA5 38220,1834.0,,345.0,,38220
38221,ZCTA5 38221,3001.0,,287.0,,38221
38222,ZCTA5 38222,3089.0,,478.0,,38222
38224,ZCTA5 38224,1090.0,,284.0,,38224
38225,ZCTA5 38225,6461.0,,432.0,,38225
38226,ZCTA5 38226,158.0,,46.0,,38226
38229,ZCTA5 38229,2787.0,,277.0,,38229
38230,ZCTA5 38230,3703.0,,265.0,,38230
38231,ZCTA5 38231,1941.0,,328.0,,38231
38232,ZCTA5 38232,1820.0,,267.0,,38232
38233,ZCTA5 38233,2420.0,,239.0,,38233
38235,ZCTA5 38235,280.0,,104.0,,38235
38236,ZCTA5 38236,614.0,,202.0,,38236
38237,ZCTA5 38237,16431.0,,413.0,,38237
38240,ZCTA5 38240,2388.0,,272.0,,38240
38241,ZCTA5 38241,761.0,,148.0,,38241
38242,ZCTA5 38242,19802.0,,520.0,,38242
38251,ZCTA5 38251,2524.0,,258.0,,38251
38253,ZCTA5 38253,959.0,,155.0,,38253
38254,ZCTA5 38254,65.0,,36.0,,38254
38255,ZCTA5 38255,2336.0,,190.0,,38255
38256,ZCTA5 38256,2782.0,,352.0,,38256
38257,ZCTA5 38257,4430.0,,287.0,,38257
38258,ZCTA5 38258,1481.0,,235.0,,38258
38259,ZCTA5 38259,738.0,,198.0,,38259
38260,ZCTA5 38260,3422.0,,325.0,,38260
38261,ZCTA5 38261,16764.0,,271.0,,38261
38301,ZCTA5 38301,34316.0,,1091.0,,38301
38305,ZCTA5 38305,51762.0,,1071.0,,38305
38310,ZCTA5 38310,6216.0,,578.0,,38310
38311,ZCTA5 38311,1011.0,,299.0,,38311
38313,ZCTA5 38313,2543.0,,550.0,,38313
42140,ZCTA5 42140,1064.0,,179.0,,42140
42141,ZCTA5 42141,30707.0,,722.0,,42141
42151,ZCTA5 42151,324.0,,257.0,,42151
42153,ZCTA5 42153,423.0,,206.0,,42153
42154,ZCTA5 42154,736.0,,167.0,,42154
42156,ZCTA5 42156,143.0,,83.0,,42156
42157,ZCTA5 42157,288.0,,103.0,,42157
42159,ZCTA5 42159,1165.0,,262.0,,42159
42160,ZCTA5 42160,1536.0,,340.0,,42160
42163,ZCTA5 42163,186.0,,146.0,,42163
42164,ZCTA5 42164,16434.0,,417.0,,42164
42166,ZCTA5 42166,3061.0,,596.0,,42166
42167,ZCTA5 42167,7992.0,,319.0,,42167
42170,ZCTA5 42170,1656.0,,340.0,,42170
42171,ZCTA5 42171,7515.0,,602.0,,42171
42202,ZCTA5 42202,2110.0,,354.0,,42202
42204,ZCTA5 42204,454.0,,139.0,,42204
42206,ZCTA5 42206,5609.0,,516.0,,42206
42207,ZCTA5 42207,1447.0,,426.0,,42207
42210,ZCTA5 42210,3973.0,,435.0,,42210
42211,ZCTA5 42211,13001.0,,370.0,,42211
42214,ZCTA5 42214,492.0,,126.0,,42214
42215,ZCTA5 42215,1489.0,,319.0,,42215
42217,ZCTA5 42217,3629.0,,377.0,,42217
42220,ZCTA5 42220,7186.0,,334.0,,42220
42223,ZCTA5 42223,20846.0,,684.0,,42223
42232,ZCTA5 42232,596.0,,238.0,,42232
42234,ZCTA5 42234,2752.0,,223.0,,42234
42236,ZCTA5 42236,735.0,,307.0,,42236
42240,ZCTA5 42240,43567.0,,768.0,,42240
42254,ZCTA5 42254,280.0,,103.0,,42254
42256,ZCTA5 42256,4547.0,,513.0,,42256
42259,ZCTA5 42259,1153.0,,244.0,,42259
42261,ZCTA5 42261,10800.0,,288.0,,42261
42262,ZCTA5 42262,8806.0,,456.0,,42262
42265,ZCTA5 42265,1003.0,,345.0,,42265
42266,ZCTA5 42266,2039.0,,397.0,,42266
42273,ZCTA5 42273,518.0,,131.0,,42273
42274,ZCTA5 42274,2628.0,,652.0,,42274
42275,ZCTA5 42275,720.0,,186.0,,42275
42276,ZCTA5 42276,14643.0,,657.0,,42276
42280,ZCTA5 42280,301.0,,169.0,,42280
42285,ZCTA5 42285,308.0,,157.0,,42285
42286,ZCTA5 42286,1170.0,,171.0,,42286
42301,ZCTA5 42301,43243.0,,1150.0,,42301
42303,ZCTA5 42303,40029.0,,997.0,,42303
42320,ZCTA5 42320,8475.0,,504.0,,42320
42321,ZCTA5 42321,178.0,,110.0,,42321
42322,ZCTA5 42322,71.0,,92.0,,42322
42323,ZCTA5 42323,932.0,,349.0,,42323
42324,ZCTA5 42324,1127.0,,191.0,,42324
42325,ZCTA5 42325,2628.0,,410.0,,42325
42326,ZCTA5 42326,664.0,,281.0,,42326
42327,ZCTA5 42327,3992.0,,329.0,,42327
42328,ZCTA5 42328,1452.0,,204.0,,42328
42330,ZCTA5 42330,9202.0,,541.0,,42330
42332,ZCTA5 42332,83.0,,56.0,,42332
42333,ZCTA5 42333,1286.0,,337.0,,42333
42337,ZCTA5 42337,2019.0,,372.0,,42337
42338,ZCTA5 42338,102.0,,72.0,,42338
42339,ZCTA5 42339,798.0,,173.0,,42339
42343,ZCTA5 42343,1662.0,,295.0,,42343
42344,ZCTA5 42344,1324.0,,423.0,,42344
42345,ZCTA5 42345,10853.0,,462.0,,42345
42347,ZCTA5 42347,6130.0,,434.0,,42347
42348,ZCTA5 42348,5512.0,,329.0,,42348
42349,ZCTA5 42349,1098.0,,217.0,,42349
42350,ZCTA5 42350,1361.0,,189.0,,42350
42351,ZCTA5 42351,3580.0,,313.0,,42351
42352,ZCTA5 42352,2136.0,,282.0,,42352
42354,ZCTA5 42354,304.0,,97.0,,42354
42355,ZCTA5 42355,1911.0,,253.0,,42355
42356,ZCTA5 42356,91.0,,27.0,,42356
42361,ZCTA5 42361,626.0,,243.0,,42361
42366,ZCTA5 42366,5413.0,,427.0,,42366
42367,ZCTA5 42367,604.0,,118.0,,42367
42368,ZCTA5 42368,1420.0,,358.0,,42368
42369,ZCTA5 42369,275.0,,86.0,,42369
42370,ZCTA5 42370,0.0,,11.0,,42370
45746,ZCTA5 45746,445.0,,145.0,,45746
45750,ZCTA5 45750,27464.0,,426.0,,45750
45760,ZCTA5 45760,3294.0,,389.0,,45760
45761,ZCTA5 45761,1604.0,,284.0,,45761
45764,ZCTA5 45764,9259.0,,329.0,,45764
45766,ZCTA5 45766,999.0,,242.0,,45766
45767,ZCTA5 45767,2696.0,,429.0,,45767
45768,ZCTA5 45768,1481.0,,330.0,,45768
45769,ZCTA5 45769,7106.0,,507.0,,45769
45770,ZCTA5 45770,600.0,,209.0,,45770
45771,ZCTA5 45771,3539.0,,236.0,,45771
45772,ZCTA5 45772,1870.0,,304.0,,45772
45773,ZCTA5 45773,180.0,,101.0,,45773
45775,ZCTA5 45775,1130.0,,316.0,,45775
45776,ZCTA5 45776,593.0,,236.0,,45776
45778,ZCTA5 45778,731.0,,169.0,,45778
45779,ZCTA5 45779,652.0,,118.0,,45779
45780,ZCTA5 45780,3427.0,,380.0,,45780
45782,ZCTA5 45782,359.0,,93.0,,45782
45784,ZCTA5 45784,3339.0,,505.0,,45784
45786,ZCTA5 45786,3644.0,,374.0,,45786
45787,ZCTA5 45787,52.0,,45.0,,45787
45788,ZCTA5 45788,1358.0,,347.0,,45788
45789,ZCTA5 45789,114.0,,96.0,,45789
45801,ZCTA5 45801,23907.0,,925.0,,45801
45804,ZCTA5 45804,15482.0,,825.0,,45804
45805,ZCTA5 45805,23837.0,,827.0,,45805
45806,ZCTA5 45806,11195.0,,588.0,,45806
45807,ZCTA5 45807,11346.0,,698.0,,45807
45808,ZCTA5 45808,401.0,,79.0,,45808
45809,ZCTA5 45809,143.0,,61.0,,45809
45810,ZCTA5 45810,8502.0,,232.0,,45810
45812,ZCTA5 45812,1964.0,,314.0,,45812
45813,ZCTA5 45813,3816.0,,237.0,,45813
45814,ZCTA5 45814,3202.0,,349.0,,45814
45816,ZCTA5 45816,347.0,,91.0,,45816
45817,ZCTA5 45817,6583.0,,358.0,,45817
45819,ZCTA5 45819,304.0,,90.0,,45819
45820,ZCTA5 45820,390.0,,91.0,,45820
45821,ZCTA5 45821,1325.0,,225.0,,45821
45822,ZCTA5 45822,19328.0,,517.0,,45822
45826,ZCTA5 45826,363.0,,91.0,,45826
